KO,module,LevelA,LevelB,LevelC,Module_name,Module_desc,Associated_pathway
K21977,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K01598,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K13038,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K02318,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K00954,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K02201,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K00859,M00120,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770 map01240 map01100]","M00120_Coenzyme A biosynthesis, pantothenate => CoA",[PATH:map00770 map01240 map01100]
K01885,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K02492,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K01845,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K01698,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K01749,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K01719,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K13542,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K13543,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K01599,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K00228,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K02495,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K00230,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K00231,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K08973,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K01772,M00121,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860 map01240 map01100 map01110]","M00121_Heme biosynthesis, plants and bacteria, glutamate => heme",[PATH:map00860 map01240 map01100 map01110]
K00798,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K19221,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K02232,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K02225,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K02227,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K02231,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K00768,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K02226,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K22316,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K02233,M00122,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860 map01240 map01100]","M00122_Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",[PATH:map00860 map01240 map01100]
K00652,M00123,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780 map01240 map01100]","M00123_Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",[PATH:map00780 map01240 map01100]
K00833,M00123,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780 map01240 map01100]","M00123_Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",[PATH:map00780 map01240 map01100]
K19563,M00123,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780 map01240 map01100]","M00123_Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",[PATH:map00780 map01240 map01100]
K01935,M00123,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780 map01240 map01100]","M00123_Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",[PATH:map00780 map01240 map01100]
K19562,M00123,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780 map01240 map01100]","M00123_Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",[PATH:map00780 map01240 map01100]
K01012,M00123,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780 map01240 map01100]","M00123_Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",[PATH:map00780 map01240 map01100]
K03472,M00124,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]","M00124_Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",[PATH:map00750 map01240 map01100]
K03473,M00124,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]","M00124_Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",[PATH:map00750 map01240 map01100]
K00831,M00124,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]","M00124_Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",[PATH:map00750 map01240 map01100]
K00097,M00124,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]","M00124_Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",[PATH:map00750 map01240 map01100]
K03474,M00124,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]","M00124_Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",[PATH:map00750 map01240 map01100]
K00275,M00124,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750 map01240 map01100]","M00124_Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",[PATH:map00750 map01240 map01100]
K01497,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K14652,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K01498,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K00082,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K11752,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K22912,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K20860,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K20861,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K20862,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K21063,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K21064,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K02858,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K14652,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K00794,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K00793,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K20884,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K22949,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K11753,M00125,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740 map01240 map01100 map01110]","M00125_Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",[PATH:map00740 map01240 map01100 map01110]
K01495,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K09007,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K22391,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K01077,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K01113,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K08310,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K19965,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K13939,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K13940,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K01633,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K00950,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K00796,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K01633,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K13941,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K11754,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K20457,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K00287,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K13998,M00126,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670 map01240 map01100]","M00126_Tetrahydrofolate biosynthesis, GTP => THF",[PATH:map00790 map00670 map01240 map01100]
K03148,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K03154,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K03151,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K03150,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K03149,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K03147,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
K00941,M00127,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730 map01240 map01100]","M00127_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",[PATH:map00730 map01240 map01100]
